Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
2,2,1.000000,0.997324,0.994541,0.990754,0.987530,0.984476,0.982309,0.981124,0.979715,0.979041,0.978788,0.978713,0.994371,0.994213,0.994174,0.994170,0.982127,0.980166,0.978018,0.976293,0.974820,0.973128,0.971733,0.970385,0.969742,0.969476,0.969397,0.982114,0.981985,0.981922,0.978841,0.978639,0.978541,0.978508,40.373022,30.000240, -0.006365, -0.003083
2,3,1.000000,0.997427,0.994724,0.991057,0.987918,0.984958,0.983052,0.982006,0.980732,0.980128,0.979891,0.979811,0.994549,0.994388,0.994339,0.994336,0.982564,0.980546,0.978299,0.976514,0.974939,0.973115,0.971615,0.970248,0.969572,0.969309,0.969224,0.982885,0.982773,0.982716,0.979958,0.979791,0.979714,0.979689,38.827874,30.000176, 0.004453, 0.002157
2,4,1.000000,0.997551,0.995028,0.991608,0.988636,0.985857,0.983776,0.982612,0.981214,0.980437,0.980122,0.980041,0.994864,0.994699,0.994655,0.994652,0.983785,0.982136,0.980301,0.978842,0.977581,0.976091,0.974932,0.973885,0.973338,0.973164,0.973097,0.983608,0.983503,0.983458,0.980234,0.980025,0.979928,0.979891,36.929422,30.000045, 0.009218, 0.004465
2,5,1.000000,0.997574,0.995634,0.993099,0.990975,0.988944,0.987669,0.986990,0.986256,0.985935,0.985826,0.985773,0.995534,0.995440,0.995418,0.995416,0.987319,0.986008,0.984527,0.983270,0.982195,0.981066,0.980063,0.979269,0.978894,0.978704,0.978626,0.987542,0.987446,0.987391,0.985826,0.985722,0.985662,0.985646,31.512134,30.000074, -0.002064, -0.001000
2,6,1.000000,0.997411,0.995791,0.993837,0.992188,0.990588,0.989301,0.988569,0.987711,0.987239,0.987012,0.986956,0.995691,0.995607,0.995598,0.995595,0.989521,0.988533,0.987515,0.986615,0.985758,0.984813,0.984155,0.983533,0.983183,0.983064,0.982995,0.989208,0.989156,0.989129,0.987159,0.987068,0.987021,0.987007,32.181717,30.000046, 0.001936, 0.000938
2,7,1.000000,0.997441,0.996535,0.995637,0.994854,0.994100,0.993343,0.992833,0.992312,0.992091,0.991980,0.991980,0.996516,0.996453,0.996434,0.996435,0.993762,0.993612,0.993523,0.993600,0.993834,0.994254,0.994734,0.994917,0.995050,0.995055,0.995040,0.993350,0.993359,0.993367,0.992059,0.992053,0.992058,0.992065,34.159098,30.000013, 0.002334, 0.001130
2,8,1.000000,0.998440,0.999430,1.001220,1.002757,1.003984,1.005884,1.007197,1.008911,1.009604,1.009862,1.009926,0.999614,0.999872,0.999945,0.999951,1.004492,1.004930,1.005640,1.006466,1.007083,1.007917,1.008597,1.009060,1.009237,1.009318,1.009345,1.005851,1.005827,1.005850,1.009812,1.010015,1.010070,1.010093,44.501918,30.000011, 0.000141, 0.000068
2,9,1.000000,0.999583,1.003015,1.008434,1.012956,1.017044,1.020928,1.022940,1.025106,1.026265,1.026758,1.026928,1.003328,1.003733,1.003838,1.003844,1.019845,1.022320,1.025166,1.027384,1.029086,1.031154,1.033026,1.034808,1.035967,1.036367,1.036459,1.021362,1.021625,1.021756,1.026544,1.026803,1.026922,1.026955,76.150951,30.000045, -0.002404, -0.001164
2,10,1.000000,0.999496,1.004505,1.012214,1.018395,1.024392,1.028533,1.030785,1.032892,1.034224,1.034762,1.035041,1.004989,1.005482,1.005622,1.005634,1.029375,1.033474,1.038301,1.042662,1.046425,1.051443,1.055545,1.058715,1.061015,1.061800,1.062163,1.028917,1.029171,1.029296,1.034578,1.034832,1.034979,1.035014,95.057358,42.723373, -890.632925, -431.353213
2,11,1.000000,0.999380,1.005261,1.014126,1.021785,1.029198,1.036941,1.041577,1.047607,1.050090,1.051048,1.051404,1.005894,1.006593,1.006764,1.006783,1.033799,1.037195,1.041271,1.044657,1.047751,1.051603,1.054541,1.056684,1.057963,1.058714,1.058897,1.037339,1.037732,1.037845,1.050801,1.051432,1.051742,1.051862,99.325014,63.696534, -1468.121279, -711.043588
