Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
1,20,1.000000,0.993824,0.985033,0.972941,0.962602,0.952932,0.946211,0.942173,0.938516,0.936541,0.935670,0.935383,0.984671,0.984237,0.984032,0.984025,0.945439,0.939219,0.931504,0.925318,0.920286,0.914774,0.910530,0.906988,0.905083,0.904392,0.904045,0.945883,0.945550,0.945345,0.936105,0.935792,0.935581,0.935474,60.933804,61.532116, 3166.927262, 1533.812877
1,21,1.000000,0.993857,0.986532,0.976481,0.967753,0.959263,0.952868,0.949095,0.945227,0.943658,0.942962,0.942696,0.986153,0.985720,0.985547,0.985539,0.952961,0.947547,0.941894,0.937671,0.933922,0.930183,0.926627,0.923702,0.922062,0.921117,0.920863,0.952503,0.952279,0.952264,0.943318,0.942920,0.942733,0.942750,64.164507,47.942965, 1358.915050, 658.152597
1,22,1.000000,0.993822,0.987093,0.977945,0.970025,0.962707,0.957507,0.954544,0.950699,0.948579,0.947671,0.947359,0.986669,0.986261,0.986201,0.986195,0.957083,0.952385,0.947523,0.943860,0.940435,0.936301,0.932658,0.929392,0.927875,0.927317,0.927144,0.957133,0.956940,0.956851,0.948079,0.947586,0.947341,0.947253,65.563139,47.671019, 27.194577, 13.170935
1,23,1.000000,0.993647,0.988798,0.982222,0.976612,0.971567,0.968021,0.966137,0.963820,0.962763,0.962438,0.962305,0.988480,0.988214,0.988128,0.988123,0.967666,0.964518,0.961180,0.958298,0.955852,0.952930,0.950460,0.948169,0.946974,0.946478,0.946248,0.967662,0.967440,0.967359,0.962359,0.961975,0.961817,0.961780,68.802497,66.148446, -1847.742638, -894.902603
1,24,1.000000,0.993685,0.988839,0.982277,0.976468,0.971044,0.967427,0.965511,0.963408,0.962474,0.962119,0.961994,0.988513,0.988223,0.988140,0.988132,0.966732,0.963261,0.959417,0.956388,0.953830,0.950934,0.948524,0.946323,0.945065,0.944567,0.944426,0.967057,0.966795,0.966648,0.962199,0.961950,0.961822,0.961778,68.552100,85.640049, -1949.160323, -944.021430
2,1,1.000000,0.997009,0.993107,0.987818,0.983259,0.978990,0.976106,0.974543,0.972613,0.971699,0.971340,0.971237,0.992851,0.992612,0.992550,0.992545,0.975619,0.972758,0.969606,0.967037,0.964800,0.962292,0.960273,0.958421,0.957595,0.957274,0.957168,0.975837,0.975650,0.975557,0.971446,0.971191,0.971062,0.971017,30.893660,51.316483, 883.544899, 427.920325
2,2,1.000000,0.997007,0.993606,0.989006,0.985070,0.981381,0.978883,0.977496,0.975950,0.975172,0.974882,0.974798,0.993375,0.993168,0.993113,0.993108,0.978472,0.976074,0.973438,0.971317,0.969456,0.967404,0.965755,0.964141,0.963337,0.963019,0.962924,0.978675,0.978537,0.978472,0.974937,0.974693,0.974570,0.974526,31.374288,48.366188, 295.029514, 142.889315
2,3,1.000000,0.997005,0.993571,0.988899,0.984906,0.981174,0.978675,0.977284,0.975644,0.974882,0.974597,0.974511,0.993359,0.993160,0.993106,0.993103,0.978214,0.975744,0.973031,0.970908,0.969042,0.966905,0.965152,0.963468,0.962645,0.962343,0.962249,0.978468,0.978337,0.978276,0.974652,0.974410,0.974289,0.974250,31.332957,44.679350, 368.683774, 178.561701
2,4,1.000000,0.997005,0.993690,0.989211,0.985384,0.981823,0.979461,0.978205,0.976583,0.975810,0.975470,0.975352,0.993460,0.993229,0.993163,0.993157,0.978984,0.976693,0.974108,0.972010,0.970231,0.968297,0.966753,0.965350,0.964746,0.964515,0.964426,0.979222,0.979061,0.978979,0.975639,0.975442,0.975347,0.975317,31.464618,42.562267, 211.708326, 102.535022
2,5,1.000000,0.996716,0.993349,0.988846,0.984996,0.981280,0.978911,0.977649,0.976142,0.975367,0.975097,0.975047,0.993142,0.992938,0.992878,0.992873,0.978283,0.975737,0.972827,0.970567,0.968595,0.966347,0.964541,0.962957,0.962208,0.961943,0.961844,0.978673,0.978553,0.978482,0.975110,0.974846,0.974683,0.974636,31.990538,39.272296, 328.997039, 159.340538
2,6,1.000000,0.996404,0.992517,0.987361,0.982944,0.978806,0.975951,0.974362,0.972399,0.971417,0.971055,0.970904,0.992298,0.992104,0.992046,0.992042,0.975616,0.972963,0.970113,0.967879,0.965979,0.964021,0.962342,0.960789,0.959989,0.959715,0.959606,0.975717,0.975584,0.975523,0.971117,0.970830,0.970688,0.970649,32.992533,30.000453, 927.184375, 449.055888
2,7,1.000000,0.996225,0.993245,0.989538,0.986404,0.983489,0.981088,0.979868,0.978712,0.978054,0.977766,0.977648,0.992954,0.992713,0.992675,0.992669,0.981516,0.979955,0.978014,0.976450,0.974911,0.973403,0.972016,0.970749,0.970160,0.969787,0.969723,0.980803,0.980630,0.980567,0.977906,0.977714,0.977632,0.977605,33.864250,30.000511, -0.005823, -0.002820
