Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
2,2,1.000000,0.997411,0.994705,0.991046,0.987916,0.984983,0.982995,0.981891,0.980660,0.980041,0.979810,0.979743,0.994521,0.994355,0.994311,0.994307,0.982671,0.980766,0.978672,0.976987,0.975509,0.973880,0.972571,0.971289,0.970651,0.970398,0.970323,0.982829,0.982719,0.982667,0.979854,0.979659,0.979561,0.979526,39.048506,60.151932, 0.000000, 0.000000
2,3,1.000000,0.997359,0.994626,0.990911,0.987736,0.984768,0.982779,0.981672,0.980366,0.979760,0.979533,0.979464,0.994457,0.994298,0.994255,0.994252,0.982416,0.980453,0.978298,0.976613,0.975131,0.973434,0.972042,0.970705,0.970052,0.969813,0.969738,0.982614,0.982510,0.982461,0.979577,0.979384,0.979288,0.979256,39.841887,60.151932, 0.000000, 0.000000
2,4,1.000000,0.997467,0.994829,0.991266,0.988222,0.985390,0.983510,0.982510,0.981219,0.980604,0.980333,0.980239,0.994645,0.994460,0.994408,0.994403,0.983133,0.981312,0.979258,0.977592,0.976179,0.974643,0.973416,0.972302,0.971823,0.971639,0.971569,0.983320,0.983191,0.983126,0.980468,0.980311,0.980235,0.980211,38.205524,60.151932, 0.000000, 0.000000
2,5,1.000000,0.996944,0.993826,0.989604,0.985993,0.982523,0.980261,0.979049,0.977614,0.976881,0.976621,0.976569,0.993630,0.993439,0.993382,0.993378,0.979736,0.977383,0.974702,0.972607,0.970778,0.968681,0.966989,0.965491,0.964781,0.964530,0.964438,0.980040,0.979923,0.979856,0.976642,0.976399,0.976252,0.976210,45.471728,60.151932, 0.000000, 0.000000
2,6,1.000000,0.996177,0.992435,0.987386,0.983066,0.979009,0.976216,0.974666,0.972761,0.971819,0.971469,0.971330,0.992214,0.992018,0.991960,0.991956,0.975850,0.973217,0.970357,0.968102,0.966179,0.964141,0.962424,0.960829,0.960022,0.959735,0.959623,0.975984,0.975847,0.975783,0.971533,0.971256,0.971117,0.971078,55.220909,60.151932, 0.000000, 0.000000
2,7,1.000000,0.996700,0.993722,0.989891,0.986633,0.983591,0.981157,0.979901,0.978657,0.977974,0.977684,0.977574,0.993444,0.993211,0.993169,0.993163,0.981452,0.979736,0.977660,0.975985,0.974389,0.972754,0.971292,0.969942,0.969304,0.968947,0.968877,0.980884,0.980715,0.980649,0.977810,0.977612,0.977525,0.977496,44.745232,60.151932, 0.000000, 0.000000
2,8,1.000000,0.996701,0.994744,0.992345,0.990366,0.988599,0.987830,0.987396,0.986870,0.986671,0.986607,0.986595,0.994663,0.994486,0.994445,0.994441,0.987041,0.985624,0.983946,0.982390,0.981000,0.979695,0.978617,0.977901,0.977483,0.977401,0.977313,0.987773,0.987766,0.987776,0.986597,0.986494,0.986406,0.986363,40.990302,60.151932, 0.000000, 0.000000
2,9,1.000000,0.998675,1.000231,1.003045,1.005423,1.007686,1.009946,1.011257,1.012445,1.013182,1.013630,1.013770,1.000269,1.000313,1.000337,1.000337,1.009211,1.010595,1.012548,1.014201,1.015696,1.017359,1.019076,1.020616,1.021461,1.021846,1.021917,1.010093,1.010183,1.010224,1.013197,1.013237,1.013248,1.013249,49.552244,60.151931, 0.000000, 0.000000
2,10,1.000000,0.999008,1.002163,1.007329,1.011779,1.015852,1.019969,1.022271,1.024287,1.024979,1.025304,1.025467,1.002389,1.002711,1.002819,1.002832,1.018524,1.020880,1.023564,1.025730,1.027742,1.029981,1.031568,1.033188,1.034057,1.034388,1.034405,1.020303,1.020600,1.020575,1.025109,1.025199,1.025224,1.025286,74.685092,60.151931, 0.000000, 0.000000
2,11,1.000000,1.000184,1.004878,1.011980,1.017937,1.023904,1.028143,1.030246,1.031856,1.033182,1.033568,1.033805,1.005425,1.005792,1.005929,1.005934,1.028785,1.032906,1.037869,1.041437,1.044926,1.048860,1.051688,1.054474,1.056034,1.056997,1.057252,1.028688,1.029140,1.029344,1.033713,1.034219,1.034458,1.034519,94.372648,60.151931, 0.000000, 0.000000
2,12,1.000000,1.000968,1.008538,1.019884,1.029576,1.039027,1.042744,1.044260,1.046622,1.047886,1.048194,1.048404,1.009310,1.010086,1.010464,1.010486,1.048384,1.055803,1.064673,1.072386,1.079409,1.087455,1.095990,1.103549,1.106279,1.107152,1.107436,1.043467,1.044080,1.044377,1.048466,1.048910,1.049096,1.049183,127.531394,60.151931, 0.000000, 0.000000
2,13,1.000000,1.000584,1.006089,1.014941,1.022630,1.030597,1.036896,1.040458,1.044343,1.046332,1.047223,1.047523,1.006154,1.006246,1.006269,1.006283,1.036707,1.042222,1.048668,1.053977,1.058314,1.063714,1.067689,1.072011,1.073814,1.074195,1.074309,1.037377,1.037615,1.037762,1.046756,1.047259,1.047447,1.047502,105.039788,60.151931, 0.000000, 0.000000
2,14,1.000000,0.999769,1.004162,1.011254,1.017348,1.023067,1.027514,1.029863,1.032918,1.034429,1.034998,1.035101,1.004334,1.004588,1.004655,1.004662,1.027527,1.031291,1.035921,1.039803,1.043161,1.046629,1.049809,1.052905,1.054399,1.054816,1.054869,1.027979,1.028322,1.028470,1.034880,1.035329,1.035577,1.035663,89.336855,60.151931, 0.000000, 0.000000
